Curricular_units_2nd_sem_approved,Tuition_fees_up_to_date,Course_Technology,Mother_qualification_Others,Scholarship_holder,Application_mode_First_Phase,Course_Others,Debtor,Father_occupation_Others,Course_Communication,Curricular_units_1st_sem_credited,GDP,Course_Nature,Gender,Course_Social_Service,enrollment_age,Course_Management,Curricular_units_2nd_sem_without_evaluations,Application_order,Previous_qualification_grade,Application_mode_OverAge,Educational_special_needs,Inflation_rate,Admission_grade,Application_mode_Last_Phase,Application_mode_Transfer,Previous_qualification_Graduation_plus,Mother_qualification_Graduation_plus,Course_Medical,Nacionality,Application_mode_Courses_Holders,Mother_qualification_Basic_Education,Displaced,Father_occupation_Skilled,Application_mode_Course_Change,morning_attendance,Father_occupation_Unskilled,Mother_qualification_High_School_Eq,Father_occupation_Highly_Skilled,Curricular_units_1st_sem_without_evaluations,Marital_status,Target
1,1,0,0,0,0,0,1,0,0,0,3.51,0,0,0,21,1,0,1,140.0,0,0,1.4,140.0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
5,0,0,0,0,1,1,0,0,0,0,-3.12,0,0,0,18,0,0,2,124.0,0,0,-0.8,118.1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
6,1,0,0,0,1,1,0,0,0,0,2.02,0,0,0,20,0,0,1,158.0,0,0,0.6,153.5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,0,0,0,1,0,-4.06,0,0,0,20,0,0,1,137.0,0,0,2.8,127.9,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
5,1,0,0,1,0,0,0,0,0,0,2.02,0,0,0,18,1,0,3,123.0,0,1,0.6,118.8,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,1,19,0,0,1,126.0,0,0,2.6,126.7,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,-1.7,0,0,0,19,0,1,1,170.0,0,0,3.7,170.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,5,0,0
1,1,0,0,1,0,0,0,0,0,0,2.02,1,0,0,30,0,0,1,133.1,1,0,0.6,110.0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,2.02,0,0,1,19,0,0,1,115.0,0,0,0.6,115.0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,-1.7,0,0,0,19,0,0,3,132.0,0,0,3.7,119.0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
7,1,0,0,1,1,0,0,0,0,0,-1.7,0,0,0,19,0,0,4,132.0,0,0,3.7,121.8,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,1.79,0,0,0,19,0,0,1,143.0,0,0,0.5,133.4,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,1,20,0,0,3,137.0,0,0,2.6,131.4,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
2,1,1,0,0,0,0,1,0,0,0,0.79,0,1,0,25,0,0,1,130.0,0,0,-0.3,135.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,1,0,1.79,0,1,0,19,0,0,2,121.0,0,0,0.5,122.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
6,1,0,0,1,0,1,1,0,0,0,-3.12,0,0,0,34,0,0,1,130.0,1,0,-0.8,140.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,18,0,0,2,135.0,0,0,3.7,125.3,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
8,1,0,0,1,1,0,0,0,0,0,-3.12,0,0,0,18,0,0,6,137.0,0,0,-0.8,126.3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,20,1,0,1,100.0,0,0,0.6,100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7,1,0,0,1,0,0,0,0,0,0,1.74,0,0,0,20,0,0,2,127.0,0,0,1.4,121.3,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,0,0,0,1,0,0,6,3.51,0,0,0,23,1,0,1,140.0,0,0,1.4,135.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1.74,0,0,0,28,1,0,1,140.0,1,0,1.4,120.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
6,1,0,0,0,0,0,0,0,1,0,-4.06,0,0,0,18,0,0,1,121.0,0,0,2.8,113.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,1,0,0,0,0,0,0,0,0,0,-0.92,0,0,0,19,1,0,1,131.0,0,0,0.3,129.7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
4,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,34,1,0,1,151.0,0,0,2.6,132.1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
0,1,0,0,0,0,1,0,0,0,0,3.51,0,0,0,35,0,0,1,130.0,0,0,1.4,120.3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
5,1,0,0,0,0,0,0,0,0,0,1.79,0,0,0,32,1,0,1,120.0,0,0,0.5,120.0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
6,1,0,0,0,0,1,0,0,0,0,2.02,0,0,0,19,0,0,2,136.0,0,0,0.6,123.1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2.02,0,0,0,18,1,0,5,125.0,0,0,0.6,119.4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,-3.12,0,0,0,35,1,0,1,133.1,1,0,-0.8,140.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
4,1,0,0,1,0,0,0,0,0,0,1.79,0,1,1,24,0,0,1,133.1,1,0,0.5,116.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,1,0,0,1,0,0,0,0,0,0,0.79,0,0,1,20,0,0,1,120.0,0,0,-0.3,113.0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,1,1,0,0,0,1,0,-0.92,0,1,0,18,0,0,3,143.0,0,0,0.3,133.9,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
7,1,0,0,1,1,0,0,0,0,0,1.74,0,1,0,20,0,0,3,133.1,0,0,1.4,115.5,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,-3.12,0,1,0,18,0,0,5,121.0,0,0,-0.8,116.5,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
5,1,1,0,1,1,0,0,0,0,0,1.79,0,1,0,18,0,0,1,168.0,0,0,0.5,171.2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4,1,0,0,1,1,0,0,0,0,0,-3.12,0,1,0,20,1,0,1,124.0,0,0,-0.8,119.1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,0,0,1,0,0,0,0,1.79,0,1,0,19,0,0,2,127.0,0,0,0.5,121.1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
5,1,0,0,1,1,0,0,0,1,0,0.32,0,1,0,20,0,0,2,129.0,0,0,2.6,132.9,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,1.74,0,1,1,19,0,0,1,137.0,0,0,1.4,132.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4,1,0,0,0,1,0,0,1,1,0,0.32,0,1,0,20,0,0,1,120.0,0,0,2.6,126.7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0,2.02,0,1,0,22,0,0,1,110.0,0,0,0.6,105.8,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,1,0,1,0,0,0,0,0,0,2.02,0,1,0,18,0,0,2,120.0,0,0,0.6,117.2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0,-1.7,0,1,0,19,0,0,1,143.0,0,0,3.7,140.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,2,0.79,1,1,0,22,0,0,1,120.0,0,0,-0.3,120.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5,1,1,0,0,0,0,0,0,0,0,3.51,0,1,0,20,0,0,5,124.0,0,0,1.4,119.5,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1.79,1,1,0,34,0,0,1,168.0,1,0,0.5,153.9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
0,1,0,0,0,0,0,0,0,0,0,-0.92,0,1,1,24,0,0,1,133.1,1,0,0.3,130.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
0,1,0,1,0,0,0,0,1,0,0,0.32,0,1,0,26,1,0,2,150.0,1,0,2.6,107.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,1.79,0,1,0,35,0,0,1,140.0,1,0,0.5,132.8,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
5,1,0,0,0,1,0,0,0,0,0,0.32,0,1,0,22,1,0,1,145.0,0,0,2.6,127.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,1,0,0,0,0,1,0,0,0,0,-3.12,0,1,0,26,0,0,1,118.0,0,0,-0.8,123.3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3.51,0,1,0,19,1,0,1,123.0,0,0,1.4,122.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,3.51,0,1,0,19,0,0,5,120.0,0,0,1.4,114.8,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
0,1,1,0,0,0,0,1,0,0,0,-4.06,0,1,0,20,0,0,1,140.0,0,0,2.8,140.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,1,0,0,0,0,0,1,0,0,5,2.02,0,1,0,21,1,0,1,126.0,0,0,0.6,111.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6,1,0,0,1,1,0,0,0,1,0,0.79,0,0,0,19,0,0,2,137.0,0,0,-0.3,133.2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,1,0,0,0,1,0,-1.7,0,0,0,18,0,0,3,130.0,0,0,3.7,123.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10,1,0,0,1,0,0,0,0,0,7,3.51,1,0,0,23,0,0,1,150.0,0,0,1.4,150.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
5,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,18,1,0,3,147.0,0,0,3.7,132.3,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,-1.7,0,0,0,18,0,0,1,140.0,0,0,3.7,126.0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0,1.74,0,0,0,19,0,0,3,132.0,0,0,1.4,119.3,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
8,1,0,0,0,0,0,0,0,0,6,3.51,0,0,0,21,1,0,1,130.0,0,0,1.4,133.8,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,1,1,0,0,0,0,0,-4.06,0,0,0,18,0,0,1,130.0,0,0,2.8,126.5,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,1,1,0,0,0,1,0,1.74,0,0,0,24,0,0,1,151.0,0,0,1.4,138.4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,-0.92,0,0,0,18,0,0,4,144.0,0,0,0.3,129.0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
3,1,0,0,0,1,0,0,0,0,0,0.79,0,0,0,18,1,0,1,127.0,0,0,-0.3,118.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,1.79,0,0,0,20,0,0,2,131.0,0,0,0.5,129.8,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,-3.12,0,0,0,19,0,0,2,123.0,0,0,-0.8,113.6,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,0
3,0,0,1,1,1,0,0,0,1,0,0.32,0,0,0,18,0,0,5,130.0,0,0,2.6,128.3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
3,1,0,0,1,0,1,0,0,0,0,1.74,0,0,0,19,0,0,1,130.0,0,0,1.4,130.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
5,1,0,0,0,0,1,0,0,0,0,1.74,0,0,0,19,0,0,2,131.0,0,0,1.4,121.9,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,0,1,0,1,0,0,0,1.74,0,0,1,18,0,0,5,135.0,0,0,1.4,129.4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6,1,0,0,0,1,1,0,0,0,0,2.02,0,0,0,20,0,0,2,123.0,0,0,0.6,115.3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
8,1,0,0,1,1,0,0,0,0,0,-3.12,0,0,0,18,0,0,5,145.0,0,0,-0.8,125.5,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
6,1,0,0,1,0,0,0,0,0,0,2.02,0,0,0,19,0,0,6,118.0,0,0,0.6,117.8,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0.79,0,0,0,18,1,0,3,125.0,0,0,-0.3,118.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,0,0,18,0,0,2,152.0,0,0,2.6,139.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
2,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,21,0,0,1,101.0,0,0,0.6,98.9,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
0,0,0,1,0,0,1,1,0,0,0,0.32,0,0,0,19,0,0,1,137.0,0,0,2.6,137.7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
8,1,0,0,0,1,0,0,0,0,0,1.79,0,0,0,21,0,0,4,123.0,0,0,0.5,113.6,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
3,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,18,0,0,1,120.0,0,0,0.6,113.4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
8,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,18,0,0,3,131.0,0,0,3.7,128.5,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,2.02,0,0,0,18,0,0,1,141.0,0,0,0.6,142.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1.74,1,0,0,23,0,3,1,144.0,0,0,1.4,137.7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1
4,1,0,0,0,1,0,0,0,0,0,-0.92,0,0,1,20,0,0,1,107.0,0,0,0.3,103.5,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
8,1,0,0,0,1,0,0,0,0,0,-0.92,0,0,0,18,0,0,1,133.0,0,0,0.3,123.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
5,1,0,0,0,0,1,0,0,0,0,0.32,0,0,0,19,0,0,2,126.0,0,0,2.6,126.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
6,1,0,0,1,0,0,0,0,0,0,1.79,0,0,0,27,0,0,1,133.1,1,0,0.5,121.7,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
4,0,0,0,1,0,0,1,0,0,0,2.02,0,0,0,19,1,0,1,147.0,0,0,0.6,142.8,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,-4.06,1,0,0,21,0,1,1,120.0,0,0,2.8,120.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
7,1,0,0,1,0,0,0,0,0,0,1.74,0,0,0,19,0,0,1,130.0,0,0,1.4,119.3,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
6,1,0,0,1,0,0,0,0,0,3,0.79,0,0,1,21,0,0,1,120.0,0,0,-0.3,121.0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
4,1,0,0,0,1,0,0,0,1,0,1.74,0,0,0,18,0,0,5,138.0,0,0,1.4,139.4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
4,1,0,0,1,0,0,0,0,0,0,-1.7,0,0,0,20,0,1,1,124.0,0,0,3.7,113.9,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
5,1,0,0,1,1,1,0,0,0,0,-3.12,0,0,0,18,0,0,1,133.0,0,0,-0.8,124.6,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
6,0,0,0,1,0,0,1,0,1,0,-1.7,0,0,0,18,0,0,1,122.0,0,0,3.7,123.8,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
6,1,0,0,0,1,0,0,0,0,0,3.51,0,0,0,18,0,0,3,138.0,0,0,1.4,126.3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
6,1,0,0,1,0,0,0,0,1,0,-0.92,0,0,0,18,0,0,4,134.0,0,0,0.3,120.4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7,1,0,0,1,1,0,0,0,0,0,1.79,0,0,0,19,0,0,3,128.0,0,0,0.5,120.5,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
8,0,0,0,0,0,0,1,0,0,7,3.51,0,0,0,23,0,0,1,140.0,0,0,1.4,144.9,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,1,0,0,0,0,0,1,3.51,0,0,0,24,0,0,1,133.1,1,0,1.4,139.9,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1.74,0,0,0,19,0,0,1,142.0,0,0,1.4,133.3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0,-1.7,0,0,0,18,0,0,3,141.0,0,0,3.7,126.0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,0,1,0,0,0,1,0,-1.7,0,0,0,19,0,0,2,145.0,0,0,3.7,133.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1.74,0,0,0,19,0,0,2,145.0,0,0,1.4,127.9,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
5,1,0,0,1,1,0,0,0,0,0,2.02,0,0,1,20,0,0,1,108.0,0,0,0.6,105.9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
5,1,0,0,0,1,0,0,0,0,0,0.79,0,0,0,20,0,0,1,132.0,0,0,-0.3,124.3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,1,0,0,0,0,1,1,0,0.32,0,0,0,26,0,0,1,140.0,1,0,2.6,102.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,1,0,0,0,-4.06,0,1,0,36,0,0,1,133.1,1,0,2.8,97.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1.74,0,1,0,19,0,0,1,128.0,0,0,1.4,134.7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,-4.06,0,1,0,27,0,0,1,120.0,0,0,2.8,113.8,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,3.51,0,1,0,18,0,0,4,120.0,0,0,1.4,116.9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7,1,0,0,1,1,0,0,0,0,0,1.74,0,1,0,18,0,0,4,139.0,0,0,1.4,124.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,1.79,0,1,0,28,0,0,1,139.3,1,0,0.5,117.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1.79,0,1,0,21,0,0,1,150.0,0,0,0.5,154.8,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,1,0,19,0,0,1,138.0,0,0,2.6,141.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,-3.12,0,1,0,26,1,5,1,133.1,1,0,-0.8,120.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
6,1,1,0,0,0,0,0,0,0,4,2.02,0,1,0,20,0,0,1,136.0,0,0,0.6,133.6,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
7,1,0,0,0,1,0,0,0,0,0,-1.7,0,1,0,19,0,0,6,134.0,0,0,3.7,122.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
4,1,0,0,0,1,0,0,0,0,0,-1.7,0,1,0,21,1,0,1,140.0,0,0,3.7,120.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
6,1,0,0,1,0,0,0,0,0,0,3.51,0,1,0,23,1,0,1,110.0,0,0,1.4,114.2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,2.02,0,1,1,29,0,0,1,133.1,1,0,0.6,95.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7,1,0,0,0,1,0,0,0,0,0,-1.7,0,1,0,20,0,0,1,129.0,0,0,3.7,120.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6,1,0,0,0,1,0,0,0,0,0,-4.06,0,1,1,18,0,0,1,116.0,0,0,2.8,111.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5,1,0,0,0,1,0,0,0,1,0,-3.12,0,1,0,19,0,0,1,130.0,0,0,-0.8,128.6,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,3,1.74,0,1,0,23,0,4,1,130.0,0,0,1.4,130.0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0.79,0,1,0,21,0,0,1,116.0,0,0,-0.3,111.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4,1,0,0,0,0,0,0,0,0,0,-4.06,0,1,0,18,1,0,1,136.0,0,0,2.8,122.7,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0,0,1.74,0,1,0,18,0,0,1,147.0,0,0,1.4,134.4,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,-3.12,0,1,0,21,0,7,5,117.0,0,0,-0.8,131.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2.02,0,1,1,22,0,0,1,141.0,0,0,0.6,125.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,3.51,0,1,0,21,0,0,1,133.1,0,0,1.4,106.0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.92,0,1,0,32,0,0,1,133.1,1,0,0.3,128.0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
13,1,0,0,0,0,0,0,0,0,14,-4.06,1,1,0,27,0,1,1,120.0,0,0,2.8,120.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
6,1,0,0,0,1,0,0,0,0,0,0.32,0,1,0,18,0,0,1,148.0,0,0,2.6,134.8,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
2,1,0,0,1,0,0,0,0,1,0,-4.06,0,1,0,24,0,0,1,130.0,1,0,2.8,112.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,-1.7,1,1,0,22,0,0,1,120.0,0,0,3.7,116.1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1.74,1,1,0,22,0,2,1,120.0,0,0,1.4,120.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1
5,1,0,0,0,1,0,0,0,0,0,0.79,0,1,0,19,1,0,3,133.0,0,0,-0.3,119.7,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,0.32,0,1,0,19,0,0,6,129.0,0,0,2.6,117.1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
3,1,0,0,0,1,0,0,0,0,0,1.74,0,1,0,21,0,4,2,118.0,0,0,1.4,112.4,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
8,1,0,0,1,1,0,0,0,0,0,-3.12,0,0,0,18,0,0,2,140.0,0,0,-0.8,131.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
5,1,0,0,0,1,1,0,0,0,0,-3.12,0,0,0,18,0,0,2,127.0,0,0,-0.8,130.9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,0,1,0,1,0,0,0,-0.92,0,0,0,20,0,0,1,131.0,0,0,0.3,134.9,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
6,1,0,0,0,0,0,0,0,0,0,0.79,0,0,1,19,0,0,1,132.0,0,0,-0.3,127.1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
